Id;movie_title;title_year;color;duration;genres;movie_facebook_likes;director_name;director_facebook_likes;num_critic_for_reviews;num_user_for_reviews;actor_1_name;actor_2_name;actor_3_name;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;gross;num_voted_users;cast_total_facebook_likes;plot_keywords;language;country;content_rating;budget;aspect_ratio;imdb_score;tomato_score;tomato_audience_score;label
3122;The Fourth Kind;2009;Color;98;Mystery|Sci-Fi|Thriller;15000;Olatunde Osunsanmi;58;183;330;Milla Jovovich;Will Patton;Hakeem Kae-Kazim;14000;537;242;25464480;63108;15251;abduction|alaska|alien|owl|patient;English;USA;PG-13;10000000;2.35;5,9;90%;48%;0
3123;Prison;1987;Color;102;Crime|Drama|Horror|Thriller;314;Renny Harlin;212;68;38;Viggo Mortensen;Lane Smith;Hal Landon Jr.;10000;633;195;354704;2705;11083;electric chair|haunting|prison|prisoner|revenge;English;USA;R;1300000;1.85;5,9;8%;55%;0
3124;Red Tails;2012;Color;125;Action|Adventure|Drama|History|War;0;Anthony Hemingway;143;144;273;David Oyelowo;Nate Parker;Tristan Mack Wilds;1000;664;519;49875589;28807;4416;african american|battle|italy|tuskegee airmen|world war two;English;USA;PG-13;58000000;2.35;5,9;46%;7%;0
3125;Barney's Great Adventure;1998;Color;76;Adventure|Family;436;Steve Gomer;9;24;53;Trevor Morgan;Kyla Pratt;Shirley Douglas;595;417;47;11144518;2724;1139;apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex;English;Canada;G;15000000;1.85;2,8;96%;71%;0
3126;The Wailing;2016;Color;156;Fantasy|Horror|Mystery|Thriller;0;Hong-jin Na;43;77;24;Jung-min Hwang;Jun Kunimura;Woo-hee Chun;45;5;0;770629;2379;50;policeman|stranger|supernatural|village|vomiting;Korean;South Korea;Not Rated;;2.35;7,7;54%;46%;0
3127;Dr. Giggles;1992;Color;95;Comedy|Horror|Mystery;;;;;;;;;;;;8403433;;;;English;;;0;;5,1;38%;82%;0
3128;The Drop;2014;Color;106;Drama|Crime;;;;;;;;;;;;19054534;;;;English;;;12600000;;6,7;43%;85%;1
3129;Wonderland;2003;Color;104;Crime|Drama|Mystery|Thriller;1000;James Cox;10;91;153;Alexis Dziena;Louis Lombardi;Franky G;715;436;93;1056102;18792;1315;murder|police|police investigation|porn star|robbery;English;USA;R;5000000;1.85;6,6;1%;56%;0
3130;The Golden Voyage of Sinbad;1973;Color;105;Action|Adventure|Drama;;;;;;;;;;;;11000000;;;;English;;;0;;6,4;53%;40%;0
3131;Fast Times at Ridgemont High;1982;Color;90;Comedy|Drama;0;Amy Heckerling;143;118;228;Jennifer Jason Leigh;Judge Reinhold;Vincent Schiavelli;1000;901;811;;71217;5002;break up|california|high school|surfer|teacher;English;USA;X;4500000;1.85;7,2;48%;86%;0
3132;The Condemned;2007;Color;113;Action|Thriller;;;;;;;;;;;;8642858;;;;English;;;0;;5,8;17%;71%;0
3133;Bulletproof;1988;Color;84;Action|Thriller;;;;;;;;;;;;807947;;;;English;;;5000000;;6,5;75%;51%;0
3134;Blaze;1989;Color;117;Drama|Romance;;;;;;;;;;;;19131000;;;;English;;;0;;5,9;58%;72%;0
3135;Snow White and the Huntsman;2012;Color;132;Action|Adventure|Drama|Fantasy;53000;Rupert Sanders;274;416;710;Chris Hemsworth;Kristen Stewart;Sam Claflin;26000;17000;11000;155111815;228554;72881;evil queen|fairy tale|magic|queen|snow white;English;USA;PG-13;170000000;2.35;6,1;9%;33%;0
3136;A Very Long Engagement;2004;Color;133;Drama|Mystery|Romance|War;0;Jean-Pierre Jeunet;0;186;239;Denis Lavant;Andr«∏ Dussollier;Albert Dupontel;226;52;46;6167817;62607;405;court martial|death|girl|no man's land|soldier;French;France;R;47000000;2.35;7,7;89%;78%;0
3137;Mad Max;1979;Color;93;Action|Adventure|Sci-Fi|Thriller;10000;George Miller;750;208;303;Hugh Keays-Byrne;Steve Bisley;Joanne Samuel;728;76;28;;152232;928;biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt;English;Australia;R;200000;2.35;7;85%;51%;0
3138;The Santa Clause 3: The Escape Clause;2006;Color;98;Comedy|Family|Adventure;;;;;;;;;;;;84500122;;;;English;;;12000000;;5;99%;8%;0
3139;Cats & Dogs 2 : The Revenge of Kitty Galore;2010;Color;82;Comedy|Family;;;;;;;;;;;;112483764;;;;English;;;85000000;;4,9;80%;67%;0
3140;Waiting to Exhale;1995;Color;127;Comedy|Drama|Romance;;;;;;;;;;;;81452156;;;;English;;;16000000;;6,1;97%;48%;0
3141;On the Outs;2004;Color;86;Drama;122;Lori Silverbush;5;26;15;Judy Marte;Flaco Navaja;Dominic Col«¸n;68;64;41;;603;216;dominican|drug dealer|prison|single mother|teenage pregnancy;English;USA;R;;;6,9;28%;30%;0
3142;Jonah: A VeggieTales Movie;2002;Color;82;Adventure|Animation|Comedy|Drama|Family|Musical;184;Mike Nawrocki;12;38;78;Phil Vischer;Mike Nawrocki;Shelby Vischer;23;12;8;25571351;3135;49;anthropomorphism|pirate|pirate ship|tomato|whale;English;USA;G;14000000;1.85;6,6;48%;54%;0
3143;The Lady;2011;Color;135;Drama;;;;;;;;;;;;3759582;;;;English;;;0;;6,9;64%;51%;1
3144;Preacher            ;;Color;60;Adventure|Drama|Fantasy|Mystery;18000;;;18;85;Dominic Cooper;Joseph Gilgun;Ruth Negga;3000;788;648;;22848;6034;heaven and hell|preacher|supernatural|vampire|vertigo comics;English;;TV-MA;;16.0;8,3;47%;36%;0
3145;Stuart Little;1999;Color;84;Adventure|Comedy|Family|Fantasy;0;Rob Minkoff;50;101;179;Chazz Palminteri;Nathan Lane;Jeffrey Jones;979;886;692;140015224;94172;3382;box office hit|cat|first part|mouse|orphanage;English;Germany;PG;133000000;1.85;5,9;86%;98%;0
3146;Jaws;1975;Color;130;Adventure|Drama|Thriller;21000;Steven Spielberg;14000;385;962;Roy Scheider;Robert Shaw;Murray Hamilton;813;559;366;260000000;412454;2047;beach|blockbuster|fishing|great white shark|shark;English;USA;PG;8000000;2.35;8;61%;79%;0
3147;A Bug's Life;1998;Color;95;Adventure|Animation|Comedy|Family|Fantasy;0;John Lasseter;487;117;317;Kevin Spacey;Madeline Kahn;John Ratzenberger;18000;1000;1000;162792677;211226;24205;ant|circus|grasshopper|misunderstanding|overhearing;English;USA;G;120000000;2.35;7,2;14%;59%;1
3148;Phantoms;1998;Color;91;Horror|Science Fiction|Thriller;;;;;;;;;;;;5624282;;;;English;;;0;;5,2;78%;27%;0
3149;Maps to the Stars;2014;Color;112;Drama;;;;;;;;;;;;1338365;;;;English;;;0;;5,8;73%;35%;0
3150;Poolhall Junkies;2002;Color;99;Drama|Thriller;872;Mars Callahan;60;41;113;Chazz Palminteri;Ricky Schroder;Ernie Reyes Jr.;979;665;444;562059;8535;3130;beating|hustler|jail|money|revenge;English;USA;R;4000000;1.85;7;13%;46%;0
3151;Super Size Me;2004;Color;100;Comedy|Documentary|Drama;0;Morgan Spurlock;293;193;404;Chemeeka Walker;Amanda Kearsan;Amelia Giancarlo;0;0;0;11529368;85028;0;experiment|fast food|food industry|meal|overeating;English;USA;PG;65000;1.78;7,3;5%;41%;1
3152;Father Hood;1993;Color;95;Action|Comedy|Family;;;;;;;;;;;;3418141;;;;English;;;0;;5,5;63%;99%;0
3153;Exiled;2006;Color;110;Action|Crime|Thriller;528;Johnnie To;143;98;26;Simon Yam;Anthony Chau-Sang Wong;Josie Ho;155;96;76;49413;6919;398;baby|friendship|macau|practical joke|selfie;Cantonese;Hong Kong;R;35000000;2.35;7,3;39%;69%;0
3154;5 Days of War;2011;Color;113;Action|Drama|War;0;Renny Harlin;212;74;61;Richard Coyle;Kenneth Cranham;Ana Imnadze;567;111;18;17149;12128;708;cameraman|epic battle|journalist|south ossetia|street shootout;English;Georgia;R;20000000;2.35;5,6;38%;93%;0
3155;Anonymous;2011;Color;130;Drama|History|Thriller;15000;Roland Emmerich;776;288;136;Vanessa Redgrave;Joely Richardson;Rafe Spall;898;584;358;4463292;34488;2452;earl of oxford|play|queen|rebellion|shakespeare play;English;UK;PG-13;30000000;2.35;6,9;65%;38%;0
3156;Tomorrow Never Dies;1997;Color;119;Action|Adventure|Thriller;0;Roger Spottiswoode;55;160;328;Vincent Schiavelli;Colin Salmon;Joe Don Baker;811;766;387;125332007;149680;2958;ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three;English;UK;PG-13;110000000;2.35;6,5;13%;46%;0
3157;Edge of Tomorrow;2014;Color;113;Action|Adventure|Sci-Fi;77000;Doug Liman;218;585;741;Tom Cruise;Lara Pulver;Noah Taylor;10000;854;509;100189501;431620;12652;alien|combat|dying repeatedly|end of the world|time loop;English;USA;PG-13;178000000;2.35;7,9;78%;21%;0
3158;The Mongol King;2005;Color;84;Crime|Drama;4;Anthony Vallone;2;;1;Richard Jewell;John Considine;Sara Stepnicka;45;44;2;;36;93;jewell|mongol|nostradamus|stepnicka|vallone;English;USA;PG-13;3250;;7,8;99%;43%;0
3159;52 Pick-Up;1986;Color;110;Crime|Drama|Thriller;;;;;;;;;;;;5186646;;;;English;;;0;;5,8;77%;33%;0
3160;The Circle;2000;Color;90;Drama;697;Jafar Panahi;397;64;26;Fereshteh Sadre Orafaiy;Nargess Mamizadeh;Mojgan Faramarzi;5;0;0;673780;4555;5;abortion|bus|hospital|prison|prostitution;Persian;Iran;Not Rated;10000;1.85;7,5;20%;94%;0
3161;Private Parts;1997;Color;109;Comedy|Drama;;;;;;;;;;;;41230799;;;;English;;;28000000;;6,7;39%;38%;1
3162;Annapolis;2006;Color;108;Drama;;;;;;;;;;;;17496992;;;;English;;;26000000;;6;76%;6%;0
3163;The Insider;1999;Color;157;Biography|Drama|Thriller;0;Michael Mann;0;209;521;Al Pacino;Rip Torn;Debi Mazar;14000;826;680;28965197;133526;18216;cbs|cbs news|research|tobacco|whistleblower;English;USA;R;68000000;2.35;7,9;85%;7%;0
3164;Trollhunter;2010;Color;103;Comedy|Drama|Fantasy|Horror;38000;AndrÇ Ovredal;12;337;199;Otto Jespersen;Johanna M«˜rck;Glenn Erland Tosterud;29;4;4;252652;54104;44;bear|cameraman|hunter|secret government agency|troll;Norwegian;Norway;PG-13;19900000;1.85;7;63%;38%;0
3165;The Autopsy of Jane Doe;2016;Color;86;Horror|Mystery;;;;;;;;;;;;5972942;;;;English;;;0;;6,3;14%;19%;0
3166;New York Stories;1989;Color;124;Comedy|Drama|Romance;877;Woody Allen;11000;42;55;Woody Allen;Larry David;Mia Farrow;11000;860;563;10763469;13692;12685;12 year old|artist|hotel|three word title|written and directed by cast member;English;USA;PG;15000000;1.85;6,4;50%;7%;0
3167;The Meddler;2016;Color;100;Comedy|Drama;;;;;;;;;;;;4267218;;;;English;;;3200000;;6;77%;57%;0
3168;Goal!: The Dream Begins;2005;Color;118;Drama;;;;;;;;;;;;27610873;;;;English;;;30000000;;6,6;40%;20%;0
3169;In Her Line of Fire;2006;Color;88;Action|Drama;42;Brian Trenchard-Smith;53;8;12;David Keith;Mariel Hemingway;Jesse Hutch;563;288;176;721;783;1284;camp|die hard scenario|female protagonist|island|vice president;English;Germany;R;1000000;1.85;4,1;45%;6%;0
3170;4 Months, 3 Weeks and 2 Days;2007;Color;113;Drama;14000;Cristian Mungiu;163;233;172;Anamaria Marinca;Vlad Ivanov;Alexandru Potocean;131;60;27;1185783;44763;264;female rear nudity|friend|hotel|rainy night|towel;Romanian;Romania;Not Rated;590000;1.85;7,9;74%;18%;0
3171;Yoo Hoo Mrs Goldberg;2009;Color;92;Documentary;;;;;;;;;;;;1131688;;;;English;;;0;;5;14%;27%;0
3172;Speedway Junky;1999;Color;105;Crime|Drama|Romance;27;Nickolas Perry;5;8;43;Patrick Renna;Patsy Kensit;Adrienne Frantz;590;231;73;;1434;1042;car racing|crush|hustler|scam|watching television;English;USA;R;1000000;;5,2;3%;71%;0
3173;Get Rich or Die Tryin';2005;Color;117;Biography|Crime|Drama|Music;0;Jim Sheridan;260;98;284;50 Cent;Bill Duke;Marc John Jefferies;1000;1000;441;30981850;35834;3969;male frontal nudity|male pubic hair|prison|pubic hair|violence;English;USA;R;40000000;2.35;5;58%;42%;0
3174;It's a Mad, Mad, Mad, Mad World;1963;Color;197;Action|Adventure|Comedy|Crime;0;Stanley Kramer;176;61;344;Jonathan Winters;Sid Caesar;Spencer Tracy;924;898;760;46300000;29323;4109;california|desert|dying words|money|race;English;USA;Approved;9400000;2.76;7,6;40%;80%;0
3175;The Inkwell;1994;Color;110;Comedy|Drama|Romance;160;Matty Rich;10;7;11;Jada Pinkett Smith;Joe Morton;Larenz Tate;851;780;582;8880705;1103;3293;fire|marriage|martha's vineyard|teenager|vacation;English;USA;R;;1.85;6,5;54%;42%;1
3176;Practical Magic;1998;Color;104;Comedy|Drama|Fantasy|Romance;0;Griffin Dunne;165;92;257;Goran Visnjic;Dianne Wiest;Stockard Channing;1000;967;944;46611204;55749;4294;curse|death|island|love|magic;English;USA;PG-13;48000000;2.35;6,1;60%;75%;0
3177;Cutthroat Island;1995;Color;124;Action|Adventure|Comedy;1000;Renny Harlin;212;61;169;Christopher Masterson;Frank Langella;Matthew Modine;1000;903;810;11000000;21102;3611;latin|pirate|pirate ship|treasure|treasure map;English;USA;PG-13;98000000;2.35;5,6;24%;94%;0
3178;Ghostbusters II;1989;Color;108;Comedy|Fantasy;;;;;;;;;;;;215394738;;;;English;;;37000000;;6,3;44%;64%;0
3179;Quigley Down Under;1990;Color;119;Action|Adventure|Drama|Romance|Western;0;Simon Wincer;23;20;97;Alan Rickman;Tom Selleck;Ben Mendelsohn;25000;19000;748;21413105;15230;45841;aborigine|australian|australian aborigine|australian outback|rancher;English;Australia;PG-13;20000000;2.35;6,8;89%;88%;0
3180;Flight;2012;Color;138;Drama|Thriller;64000;Robert Zemeckis;0;449;491;Denzel Washington;Bruce Greenwood;Nadine Velazquez;18000;984;874;93749203;264047;20952;airline|flight|flight attendant|lawyer|pilot;English;USA;R;31000000;2.35;7,3;82%;34%;1
3181;The Fighter;2010;Color;116;Biography|Drama|Sport;36000;David O. Russell;737;410;389;Christian Bale;Jack McGee;Melissa McMeekin;23000;238;141;93571803;275869;23811;boxer|boxing|boxing match|crack cocaine|lowell massachusetts;English;USA;R;25000000;2.35;7,9;74%;85%;1
3182;The Order;2003;Color;102;Action|Mystery|Thriller;704;Brian Helgeland;241;112;204;Heath Ledger;Mark Addy;Benno F«¨rmann;13000;891;127;7659747;14962;14165;death|exorcism|heaven|priest|sin eater;English;USA;R;38000000;1.85;5,1;94%;11%;0
3183;The Horseman on the Roof;1995;Color;135;Adventure|Drama|Romance|War;262;Jean-Paul Rappeneau;22;28;25;Olivier Martinez;Fran«ıois Cluzet;Isabelle Carr«∏;837;541;45;1877179;4885;1508;austrian|breasts|cholera|police|provence;French;France;R;;2.35;7,1;28%;72%;0
3184;Flesh and the Devil;1926;Color;112;Drama|Romance;;;;;;;;;;;;658000;;;;English;;;373000;;7,9;28%;34%;0
3185;November;2004;Color;78;Drama|Mystery|Thriller;98;Greg Harrison;7;43;64;Amir Talai;Anne Archer;Nora Dunn;308;249;142;191309;2787;1008;female protagonist|murder|photographer|robbery|shot to death;English;USA;R;150000;1.85;5,5;61%;98%;0
3186;Joysticks;1983;Color;88;Comedy;;;;;;;;;;;;3952448;;;;English;;;300000;;5,2;57%;41%;0
3187;Blazing Saddles;1974;Color;93;Comedy|Western;12000;Mel Brooks;0;121;363;Madeline Kahn;David Huddleston;Harvey Korman;1000;1000;628;119500000;95294;4701;railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874;English;USA;R;2600000;2.35;7,8;9%;31%;0
3188;Stick It;2006;Color;103;Comedy|Drama|Sport;0;Jessica Bendinger;31;90;124;Jeff Bridges;Vanessa Lengies;John Patrick Amedori;12000;804;733;26870825;22604;14903;coach|gymnastics|houston texas|teenager|texas;English;Germany;PG-13;;1.85;6,4;92%;19%;0
3189;The Book of Mormon Movie, Volume 1: The Journey;2003;Color;120;Adventure;32;Gary Rogers;0;7;30;Noah Danby;Kirby Heyborne;Bruce Newbold;178;69;40;1098224;397;359;jerusalem|journey|promised land|ship|wilderness;English;USA;PG-13;2000000;1.85;3,3;48%;17%;0
3190;Trippin';1999;Color;94;Comedy;143;David Raynr;9;16;8;Donald Faison;Deon Richmond;Countess Vaughn;927;209;200;9016377;1004;1936;apostrophe in title|bare breasts|female nudity|nude black woman|prom;English;USA;R;;1.85;5,2;57%;9%;0
3191;The Fifth Estate;2013;Color;128;Biography|Drama|Thriller;11000;Bill Condon;386;224;105;Benedict Cumberbatch;Peter Capaldi;Jamie Blackley;19000;17000;203;3254172;29282;36337;computer hacker|internet|news leak|whistleblowing|wikileaks;English;USA;R;28000000;2.35;6,2;22%;7%;0
3192;The Christmas Candle;2013;Color;100;Drama|Family;962;John Stephenson;0;9;34;Samantha Barks;Hans Matheson;Lesley Manville;2000;627;149;2209479;844;2909;angel|candle|christmas|miracle|village;English;UK;PG;;;5,8;47%;55%;0
3193;Hall Pass;2011;Color;111;Comedy|Romance;10000;Bobby Farrelly;101;237;143;Jenna Fischer;Larry Joe Campbell;Stephen Merchant;966;919;681;45045037;103230;3393;drugged food|female frontal nudity|male frontal nudity|male nudity|marriage;English;USA;R;36000000;2.35;5,9;18%;63%;0
3194;Adore;2013;Color;112;Drama|Romance;0;Anne Fontaine;105;141;87;Robin Wright;Naomi Watts;Ben Mendelsohn;18000;6000;748;317125;23334;25269;beach|friend|friendship|happiness|neighbor;English;Australia;R;16000000;2.35;6,2;54%;56%;0
3195;The Boost;1988;Color;95;Drama|Romance;;;;;;;;;;;;784990;;;;English;;;8000000;;5,3;80%;57%;0
3196;Jersey Girl;2004;Color;102;Comedy|Drama|Romance;0;Kevin Smith;0;164;358;Stephen Root;Mike Starr;George Carlin;939;854;769;25266129;54346;3592;baby|childbirth|death|karma|publicist;English;USA;PG-13;35000000;2.35;6,2;44%;70%;0
3197;Centurion;2010;Color;97;Action|Adventure|Drama|History|Thriller|War;0;Neil Marshall;197;195;201;Michael Fassbender;JJ Feild;Dave Legeno;13000;794;570;122288;64777;15293;mushroom|mute|roman soldier|screaming|wood carving;English;UK;R;;2.35;6,4;30%;30%;0
3198;National Treasure;2004;Color;131;Action|Adventure|Comedy|Family|Mystery;0;Jon Turteltaub;226;193;692;Nicolas Cage;Armando Riesco;Annie Parisse;12000;625;341;173005002;255447;13679;declaration of independence|secret society|treasure|treasure hunt|treasure hunter;English;USA;PG;100000000;2.35;6,9;6%;40%;1
3199;Airport 1975;1974;Color;107;Action|Adventure|Drama;;;;;;;;;;;;47000000;;;;English;;;3000000;;5,5;53%;39%;0
3200;Food, Inc.;2008;Color;94;Documentary;37000;Robert Kenner;11;120;183;Michael Pollan;Eric Schlosser;Barbara Kowalcyk;37;3;2;4417124;42389;42;farming|flesh eating|food|food industry|gluttony;English;USA;PG;;1.78;7,9;51%;37%;1
3201;Men in Black;1997;Color;98;Adventure|Comedy|Family|Mystery|Sci-Fi;0;Barry Sonnenfeld;188;175;289;Will Smith;Rip Torn;Linda Fiorentino;10000;826;602;250147615;403014;12998;alien|box office hit|flying saucer|laser gun|wisecrack humor;English;USA;PG-13;90000000;1.85;7,3;56%;31%;1
3202;Vanilla Sky;2001;Color;141;Fantasy|Mystery|Romance|Sci-Fi|Thriller;0;Cameron Crowe;488;153;1248;Tom Cruise;Ivana Milicevic;Noah Taylor;10000;834;509;100614858;206776;11458;death|dream|love|lynchian|reality;English;USA;R;68000000;1.85;6,9;99%;91%;1
3203;Crimson Peak;2015;Color;119;Mystery|Thriller|Fantasy;;;;;;;;;;;;74679822;;;;English;;;55000000;;6,4;51%;18%;0
3204;Stitches;2012;Color;86;Comedy|Horror;0;Conor McMahon;5;98;53;Peter McQuinn;Tommy Knight;Jemma Curran;121;94;47;;6585;322;cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin;English;Ireland;R;;1.85;5,7;53%;28%;0
3205;Star Trek VI: The Undiscovered Country;1991;Color;110;Action|Adventure|Sci-Fi|Thriller;0;Nicholas Meyer;120;112;188;Leonard Nimoy;Kurtwood Smith;Nichelle Nichols;12000;1000;664;74888996;55513;16230;captain|explosion|klingon|moon|peace;English;USA;PG;30000000;2.35;7,2;75%;83%;1
3206;Vampire's Kiss;1988;Color;103;Comedy|Horror;;;;;;;;;;;;725131;;;;English;;;2000000;;6;39%;83%;0
3207;Moonlight Mile;2002;Color;112;Drama|Romance;365;Brad Silberling;52;111;147;Jake Gyllenhaal;Holly Hunter;Bob Clendenin;15000;1000;347;6830957;11983;16692;1970s|death|district attorney|fiancee|watching television;English;USA;PG-13;21000000;2.35;6,7;25%;64%;0
3208;The Book Thief;2013;Color;131;Drama|War;53000;Brian Percival;33;252;236;Emily Watson;Sophie N«∏lisse;Roger Allam;876;526;326;21483154;98741;1985;basement|book|girl|library|track;English;USA;PG-13;19000000;2.35;7,6;23%;3%;0
3209;Singin' in the Rain;1952;Color;103;Comedy|Musical|Romance;0;Stanley Donen;134;169;568;Rita Moreno;Debbie Reynolds;Cyd Charisse;804;786;390;;150020;2510;actress|chorus girl|fan|friend|love;English;USA;Approved;2540800;1.37;8,3;29%;35%;0
3210;Dear Frankie;2004;Color;105;Drama|Romance;2000;Shona Auerbach;11;96;182;Gerard Butler;Sharon Small;Jack McElhone;18000;66;16;1340891;18940;18105;boy|dock|letter|seaside|stranger;English;UK;PG-13;;1.85;7,8;85%;69%;1
3211;The Flintstones in Viva Rock Vegas;2000;Color;90;Comedy|Family|Romance|Sci-Fi;500;Brian Levant;32;57;85;Taylor Negron;Mark Addy;Danny Woodburn;1000;891;809;35231365;15517;6299;based on tv series|love|prequel|the flintstones|title appears in song;English;USA;PG;60000000;1.85;3,6;54%;88%;0
3212;Kama Sutra - A Tale of Love;1996;Color;117;Drama|History|Romance;;;;;;;;;;;;4109095;;;;English;;;3000000;;5,7;26%;77%;0
3213;San Andreas;2015;Color;114;Action|Adventure|Drama|Thriller;52000;Brad Peyton;62;358;499;Dwayne Johnson;Ioan Gruffudd;Archie Panjabi;12000;2000;884;155181732;147497;16718;disaster movie|earthquake|journey|natural disaster|san andreas fault;English;USA;PG-13;110000000;2.35;6,1;82%;10%;0
3214;The Dark Crystal;1982;Color;93;Fantasy;;;;;;;;;;;;40577001;;;;English;;;15000000;;7,3;77%;48%;1
3215;Winter in Wartime;2008;Color;103;Drama|History|War;0;Martin Koolhoven;12;111;37;Yorick van Wageningen;Tygo Gernandt;Martijn Lakemeier;163;20;19;542860;9230;219;horse|nazi|occupation|resistance movement|uncle nephew relationship;Dutch;Netherlands;R;4000000;2.35;7,1;56%;69%;0
3216;Candyman: Farewell to the Flesh;1995;Color;93;Horror;;;;;;;;;;;;13940383;;;;English;;;0;;5;10%;61%;0
3217;Man on the Moon;1999;Color;118;Biography|Comedy|Drama;0;Milos Forman;869;140;549;Matt Price;Gerry Becker;Tom Dreesen;134;27;21;34580635;100743;209;andy kaufman|comedian|eccentric|wrestler|wrestling;English;UK;R;52000000;2.35;7,4;53%;71%;0
3218;Wal-Mart: The High Cost of Low Price;2005;Color;20;Documentary;0;Robert Greenwald;21;56;70;Lee Scott;Jon Hunter;Matt Hunter;0;0;0;;4120;0;greed|pollution|slave labor|truth|wal mart;English;USA;Not Rated;1500000;1.85;6,8;46%;69%;0
3219;Beyond the Mask;2015;Color;103;Action;;;;;;;;;;;;1236094;;;;English;;;0;;5,7;90%;84%;0
3220;Mighty Morphin Power Rangers: The Movie;1995;Color;92;Action|Adventure|Science Fiction;;;;;;;;;;;;66000000;;;;English;;;15000000;;5,2;71%;13%;0
3221;The White Ribbon;2009; Black and White;144;Drama|Mystery;0;Michael Haneke;0;292;193;Ulrich Tukur;Burghart Klau«?ner;Leonie Benesch;63;43;16;2222647;52958;167;children|doctor|mysterious event|pastor|small village;German;Germany;R;12000000;1.85;7,8;14%;37%;0
3222;Crop Circles: Quest for Truth;2002;Color;115;Documentary;32;William Gazecki;3;15;13;Karen Alexander;Colin Andrews;Francine Blake;0;0;0;;204;0;crop circle|intelligence|paranormal|phenomenon|universe;English;USA;;750000;;7;97%;49%;0
3223;Thomas and the Magic Railroad;2000;Color;85;Adventure|Comedy|Drama|Family|Fantasy;663;Britt Allcroft;2;47;119;Mara Wilson;Colm Feore;Peter Fonda;1000;539;402;15911333;2855;2429;locomotive|magic|mountain|railroad|steam locomotive;English;UK;G;19000000;1.85;3,6;15%;99%;0
3224;The Second Best Exotic Marigold Hotel;2015;Color;122;Comedy|Drama;21000;John Madden;108;158;100;Tina Desai;Celia Imrie;Ronald Pickup;220;186;111;33071558;22369;583;sequel;English;UK;PG;10000000;2.35;6,6;58%;31%;1
3225;The Great Train Robbery;1979; Black and White;110;Adventure|Crime|Drama|Thriller;643;Michael Crichton;735;23;50;Lesley-Anne Down;Michael Elphick;Pamela Salem;187;34;20;;11623;297;bank|gold|key|safe|train;English;UK;PG;6000000;1.85;7;86%;76%;0
3226;Down and Out with the Dolls;2001;Color;88;Comedy|Music;27;Kurt Voss;0;12;4;Lemmy;Coyote Shivers;Zo«Æ Poledouris;268;44;3;58936;91;318;female bassist|female drummer|female guitarist|female singer|portland oregon;English;USA;R;1200000;1.78;6,1;71%;46%;0
3227;Focus;2015;Color;105;Comedy|Crime|Drama|Romance;23000;Glenn Ficarra;43;279;221;Will Smith;Adrian Martinez;Gerald McRaney;10000;806;523;53846915;149337;11943;con artist|con man|deception|rivalry|seduction;English;USA;R;50100000;1.85;6,6;38%;13%;0
3228;The Benchwarmers;2006;Color;75;Comedy|Romance|Sport;0;Dennis Dugan;221;90;209;Jon Lovitz;Jon Heder;Tim Meadows;11000;970;553;57651794;40651;13125;baseball|baseball team|bully|millionaire|team;English;USA;PG-13;33000000;1.85;5,6;35%;46%;0
3229;The Ant Bully;2006;Color;88;Adventure|Animation|Comedy|Family|Fantasy;593;John A. Davis;8;105;70;Nicolas Cage;Meryl Streep;Julia Roberts;12000;11000;8000;28133159;30055;33822;ant|miniaturization|punishment|shrinking|sudden change in size;English;USA;PG;50000000;1.85;5,9;84%;87%;0
3230;Mickey Blue Eyes;1999;Color;102;Comedy|Crime|Romance;445;Kelly Makin;6;90;117;Jeanne Tripplehorn;Burt Young;Vincent Pastore;711;683;584;33864342;29968;2913;auctioneer|fbi|mafia|mobster|painting;English;UK;PG-13;40000000;1.85;5,8;65%;75%;0
3231;Tin Cup;1996;Color;135;Comedy|Drama|Romance|Sport;1000;Ron Shelton;41;48;73;Don Johnson;Cheech Marin;Rene Russo;982;843;808;53854588;37911;3648;driving range|golf|golfer|tournament|winnebago;English;USA;R;45000000;2.35;6,3;87%;50%;0
3232;X2;2003;Color;133;Adventure|Action|Science Fiction;;;;;;;;;;;;407711549;;;;English;;;110000000;;6,8;70%;88%;1
3233;Short Cut to Nirvana: Kumbh Mela;2004;Color;85;Documentary;30;Maurizio Benazzo;0;15;13;The Dalai Lama;Jasper Johal;Swami Krishnanad;66;0;0;381225;131;66;;English;USA;Unrated;200000;1.78;7,2;96%;72%;0
3234;Wordplay;2006;Color;94;Documentary;694;Patrick Creadon;3;88;43;Ken Burns;Bill Clinton;Bob Dole;196;184;2;3117666;3394;382;comedian|crossword puzzle|editor|new york times|puzzle;English;USA;PG;;1.66;7,4;42%;8%;1
3235;Waitress;2007;Color;108;Comedy|Drama|Romance;0;Adrienne Shelly;191;173;204;Lew Temple;Cheryl Hines;Eddie Jemison;597;541;336;19067631;37714;1981;domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress;English;USA;PG-13;2000000;1.85;7,1;26%;25%;1
